dataset,config,config_label,seed,n_rows,n_features,outlier_rate,n_outliers,auc_roc,ap,f1,precision,recall,threshold,train_time_sec
28_pendigits,F_caldm_j,CALDM-J (jointly cond.),69,6870,16,0.022707423580786028,156,0.7634353780466381,0.05633725468820341,0.04487179487179487,0.04487179487179487,0.04487179487179487,0.5791736037450066,25.85060429573059
28_pendigits,F_caldm_j,CALDM-J (jointly cond.),72,6870,16,0.022707423580786028,156,0.7438914476447989,0.04283066895019386,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.5276035134448757,26.155949115753174
28_pendigits,F_caldm_j,CALDM-J (jointly cond.),888,6870,16,0.022707423580786028,156,0.7825191142885511,0.06036924822744586,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.5020430441506565,26.17872452735901
30_satellite,C_latent_diff_uncond,Latent Diff (Uncond.),69,6435,36,0.3163947163947164,2036,0.6872459627589946,0.6845674896875239,0.5717092337917485,0.5717092337917485,0.5717092337917485,0.7899569438887643,21.174888610839844
30_satellite,C_latent_diff_uncond,Latent Diff (Uncond.),72,6435,36,0.3163947163947164,2036,0.5784016817538903,0.5576574916262155,0.444007858546169,0.444007858546169,0.444007858546169,0.7475738237417291,20.622032403945923
30_satellite,C_latent_diff_uncond,Latent Diff (Uncond.),888,6435,36,0.3163947163947164,2036,0.5902830657619542,0.5809180932715413,0.468565815324165,0.468565815324165,0.468565815324165,0.7283799087436235,20.156030654907227
30_satellite,E_caldm_d,CALDM-D (proposed),69,6435,36,0.3163947163947164,2036,0.6707703036634063,0.6634246991979473,0.5569744597249509,0.5569744597249509,0.5569744597249509,0.2259608533462074,54.90354013442993
30_satellite,E_caldm_d,CALDM-D (proposed),72,6435,36,0.3163947163947164,2036,0.6575436192633529,0.6403334480905304,0.5338899803536346,0.5338899803536346,0.5338899803536346,0.22530448298724756,56.50175428390503
30_satellite,E_caldm_d,CALDM-D (proposed),888,6435,36,0.3163947163947164,2036,0.6698891425136361,0.6584418028608887,0.5461689587426326,0.5461689587426326,0.5461689587426326,0.22999885208910534,56.298091888427734
30_satellite,F_caldm_j,CALDM-J (jointly cond.),69,6435,36,0.3163947163947164,2036,0.6530550790477028,0.5199900327442921,0.46463654223968565,0.46463654223968565,0.46463654223968565,0.07249666810290427,26.640077590942383
30_satellite,F_caldm_j,CALDM-J (jointly cond.),72,6435,36,0.3163947163947164,2036,0.6754326867465413,0.5296774343571327,0.4715127701375246,0.4715127701375246,0.4715127701375246,0.06783625528089002,25.754501342773438
30_satellite,F_caldm_j,CALDM-J (jointly cond.),888,6435,36,0.3163947163947164,2036,0.6420247658536433,0.4798171989696739,0.4474459724950884,0.4474459724950884,0.4474459724950884,0.07178136807661605,24.70847988128662
31_satimage-2,C_latent_diff_uncond,Latent Diff (Uncond.),69,5803,36,0.0122350508357746,71,0.9781582025299039,0.84757571473466,0.7887323943661971,0.7887323943661971,0.7887323943661971,1.7267701664444235,18.98255705833435
31_satimage-2,C_latent_diff_uncond,Latent Diff (Uncond.),72,5803,36,0.0122350508357746,71,0.9743250149887462,0.8730787764400414,0.8169014084507042,0.8169014084507042,0.8169014084507042,1.6413398099812513,18.46786093711853
31_satimage-2,C_latent_diff_uncond,Latent Diff (Uncond.),888,5803,36,0.0122350508357746,71,0.9759418338362346,0.8394235608406955,0.7887323943661971,0.7887323943661971,0.7887323943661971,1.754690663230721,17.72018051147461
